"","age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
"269",43,"Female","US",2,2,3,4,3,3,2,4,3,4,4,4,5,5,5,0,1,1,1,1
"270",20,"Female","BR",1,1,1,5,5,5,3,3,1,1,3,3,2,2,2,0,1,0,0,0
"271",19,"Female","HR",2,1,1,5,4,5,4,3,3,2,5,1,5,4,5,0,1,1,1,1
"272",29,"Female","GB",5,5,4,5,4,4,4,4,5,3,3,3,4,4,5,1,1,1,1,1
"273",23,"Female","GB",3,5,5,3,5,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1
"274",13,"Male","GB",1,3,1,1,3,1,1,5,5,1,5,2,4,5,3,0,0,1,1,1
"275",17,"Female","GB",4,4,4,4,5,5,4,4,4,3,4,3,3,4,2,1,1,1,1,1
"276",21,"Female","PH",4,4,2,1,2,2,4,4,4,2,2,1,3,4,3,1,0,1,0,1
"277",35,"Male","US",3,4,5,3,4,2,4,5,4,4,4,5,4,5,4,1,1,1,1,1
"278",29,"Female","US",3,5,5,5,4,4,5,5,5,3,5,4,5,4,4,1,1,1,1,1
"279",13,"Male","US",3,3,4,1,2,1,3,4,4,4,4,5,5,4,5,1,0,1,1,1
"280",13,"Female","US",2,4,3,1,2,2,2,4,2,5,3,3,1,3,3,1,0,1,1,0
"281",13,"Male","US",2,2,2,1,2,1,4,1,3,4,3,1,4,5,2,0,0,1,1,1
"282",13,"Male","US",3,3,2,4,5,5,4,3,4,4,3,3,5,5,5,1,1,1,1,1
"283",13,"Female","US",4,4,4,3,3,3,4,3,3,4,4,3,3,3,3,1,1,1,1,1
"284",13,"Female","US",4,3,4,5,5,4,4,4,5,5,5,5,4,3,4,1,1,1,1,1
"285",13,"Male","US",5,5,4,4,3,2,5,3,3,2,5,3,5,5,5,1,1,1,1,1
"286",13,"Male","US",4,4,5,1,1,1,3,4,2,5,4,3,4,4,5,1,0,1,1,1
"287",13,"Female","US",4,4,4,2,2,2,4,3,4,4,4,3,4,4,4,1,0,1,1,1
"288",13,"Male","US",1,5,5,4,5,1,5,1,3,1,3,3,4,5,5,1,1,1,0,1
"289",13,"Female","US",3,4,4,4,5,5,4,4,4,1,2,2,3,1,3,1,1,1,0,0
"290",14,"Male","US",5,4,5,2,2,2,4,5,3,3,3,3,4,5,5,1,0,1,1,1
"291",13,"Female","US",2,3,3,3,4,2,3,4,3,4,4,4,2,4,5,1,1,1,1,1
"292",13,"Male","US",5,4,4,2,4,1,4,3,3,4,3,4,1,2,2,1,0,1,1,0
"293",13,"Female","US",3,5,5,3,5,5,5,3,3,4,5,5,4,3,3,1,1,1,1,1
"294",14,"Male","US",1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0,0,0,0,0
"295",13,"Male","US",3,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0,1,1,1
"296",13,"Male","US",5,5,5,1,1,1,4,3,2,4,4,2,2,3,4,1,0,1,1,1
"297",13,"Male","US",5,5,5,1,1,1,5,3,3,5,5,5,5,5,5,1,0,1,1,1
"298",14,"Female","US",3,3,2,2,3,2,5,4,5,3,2,3,4,2,3,1,0,1,1,1
"299",13,"Female","US",5,5,5,2,1,1,5,5,5,5,5,5,5,5,5,1,0,1,1,1
"300",13,"Male","US",1,2,2,4,4,4,3,2,2,3,3,5,5,2,2,0,1,0,1,1
"301",13,"Female","US",5,5,5,1,3,1,4,4,5,1,3,1,4,1,4,1,0,1,0,1
"302",14,"Male","US",4,5,5,5,5,3,5,5,3,2,5,4,5,3,5,1,1,1,1,1
"303",25,"Male","SG",4,2,1,4,2,1,2,2,4,4,5,2,5,4,5,0,0,1,1,1
"304",13,"Female","US",5,1,5,2,3,2,5,4,3,4,4,4,4,4,3,1,0,1,1,1
"305",13,"Male","US",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0,1,1,1
"306",24,"Female","PK",5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1
"307",42,"Female","HR",2,3,3,2,3,3,4,4,3,3,4,3,4,4,4,1,1,1,1,1
"308",33,"Male","SE",5,5,5,1,3,1,5,5,4,5,5,2,3,5,5,1,0,1,1,1
"309",20,"Female","(nu",3,4,3,4,5,3,4,4,5,4,4,4,5,4,5,1,1,1,1,1
"310",41,"Female","US",3,5,5,1,4,1,5,5,5,4,5,5,5,5,5,1,0,1,1,1
"311",26,"Female","US",4,5,5,4,4,2,5,4,5,3,4,2,4,5,4,1,1,1,1,1
"312",17,"Male","US",5,5,5,3,5,5,3,3,3,1,2,3,5,4,5,1,1,1,0,1
"313",38,"Female","US",4,4,4,2,2,2,3,4,4,3,3,2,4,4,5,1,0,1,1,1
"314",17,"Male","US",2,5,5,1,1,1,5,4,4,2,4,4,5,4,4,1,0,1,1,1
"315",35,"Female","US",1,5,2,2,1,2,5,5,5,5,5,5,3,5,5,1,0,1,1,1
"316",21,"Male","AU",2,1,2,2,3,2,1,2,2,4,4,3,2,2,2,0,0,0,1,0
"317",21,"Male","IN",4,2,2,4,2,4,3,2,3,2,4,3,3,4,3,1,1,1,1,1
"318",27,"Female","US",3,5,5,3,5,3,5,5,5,2,4,2,5,5,4,1,1,1,1,1
"319",17,"Female","US",1,3,2,5,5,2,5,5,3,4,5,4,5,5,4,0,1,1,1,1
"320",28,"Female","US",4,5,5,4,4,4,5,5,5,2,4,5,4,5,4,1,1,1,1,1
"321",14,"Female","CA",3,4,3,3,4,3,3,4,3,4,4,3,4,5,4,1,1,1,1,1
"322",17,"Female","US",3,3,3,4,4,2,5,4,4,4,4,4,4,5,4,1,1,1,1,1
"323",17,"Female","US",4,5,4,2,4,4,3,4,4,4,2,2,3,4,5,1,1,1,1,1
"324",17,"Male","US",3,3,4,2,4,3,4,3,3,3,4,5,3,4,4,1,1,1,1,1
"325",16,"Female","US",3,5,4,2,2,1,5,5,4,3,4,3,3,3,3,1,0,1,1,1
"326",16,"Male","US",4,3,5,3,3,5,3,3,3,4,4,4,4,4,4,1,1,1,1,1
"327",16,"Female","US",2,5,5,4,5,3,5,5,5,4,5,5,5,5,5,1,1,1,1,1
"328",17,"Male","US",3,3,4,2,3,2,4,4,4,4,4,4,4,4,3,1,0,1,1,1
"329",15,"Female","US",1,4,3,5,5,4,3,1,2,5,5,5,4,4,2,1,1,0,1,1
"330",16,"Female","US",3,2,4,4,5,4,5,5,4,4,5,3,4,5,4,1,1,1,1,1
"331",16,"Male","US",3,3,4,2,3,2,3,2,4,3,4,4,4,4,4,1,0,1,1,1
"332",1997,"Female","US",3,3,3,4,4,4,4,5,1,1,3,5,4,1,2,1,1,1,1,0
"333",17,"Female","US",2,5,4,5,5,5,3,4,3,5,5,5,4,4,3,1,1,1,1,1
"334",16,"Male","AT",1,2,2,5,3,5,3,4,2,2,3,1,4,4,3,0,1,1,0,1
"335",17,"Female","US",2,3,2,3,3,3,2,3,4,3,3,4,4,3,3,0,1,1,1,1
"336",33,"Female","US",2,3,3,5,5,3,3,4,4,5,5,3,4,5,4,1,1,1,1,1
"337",18,"Male","US",4,2,4,5,5,4,2,2,3,4,5,2,4,3,4,1,1,0,1,1
"338",20,"Male","US",5,5,5,2,2,2,5,3,5,3,4,3,5,5,5,1,0,1,1,1
"339",40,"Female","NO",1,1,1,5,5,5,3,5,4,2,3,2,4,4,4,0,1,1,0,1
"340",19,"Female","SE",1,2,2,4,4,2,3,4,3,3,2,1,4,2,4,0,1,1,0,1
"341",24,"Female","US",1,2,3,4,4,4,2,5,3,4,5,1,5,5,5,0,1,1,1,1
"342",17,"Male","ID",2,3,3,4,4,4,2,3,2,3,4,1,3,3,2,1,1,0,1,1
"343",18,"Male","TZ",3,5,5,4,3,4,5,3,4,1,5,1,5,5,5,1,1,1,0,1
"344",15,"Female","SG",1,1,1,5,5,5,5,2,1,3,3,3,5,5,5,0,1,1,1,1
"345",17,"Male","US",1,2,2,1,2,1,4,4,3,3,4,2,5,5,2,0,0,1,1,1
"346",19,"Female","SK",4,3,3,5,3,4,3,3,3,2,3,3,5,3,5,1,1,1,1,1
"347",24,"Female","US",3,3,4,5,5,5,5,5,3,5,5,5,5,5,5,1,1,1,1,1
"348",32,"Female","US",1,3,3,5,4,3,3,4,3,3,4,3,3,4,3,0,1,1,1,1
"349",20,"Female","FI",2,3,3,5,5,4,3,3,3,4,4,3,5,4,3,1,1,1,1,1
"350",30,"Male","US",2,4,3,4,5,2,5,5,4,3,4,2,4,5,4,1,1,1,1,1
"351",16,"Female","ES",1,1,3,4,5,5,2,3,2,3,4,2,5,5,4,0,1,0,1,1
"352",34,"Male","US",2,3,4,5,5,5,2,4,5,4,4,4,3,5,4,1,1,1,1,1
"353",31,"Female","RS",3,4,4,5,5,4,5,5,4,4,5,4,5,4,3,1,1,1,1,1
"354",27,"Female","US",5,5,5,1,3,1,5,3,5,1,3,3,1,1,1,1,0,1,0,0
"355",55,"Female","US",3,3,5,2,3,5,2,5,5,2,5,4,3,5,5,1,1,1,1,1
"356",35,"Female","SE",4,4,4,3,4,2,3,3,3,4,2,4,5,4,4,1,1,1,1,1
"357",60,"Male","US",1,4,2,1,4,1,3,2,4,4,2,2,5,5,5,0,0,1,1,1
"358",48,"Male","CA",1,4,4,1,3,2,4,4,3,2,2,5,2,3,3,1,0,1,1,1
"359",32,"Male","US",1,1,1,4,4,4,4,2,1,3,4,4,5,5,5,0,1,0,1,1
"360",60,"Male","NL",2,3,4,1,3,1,3,3,4,2,3,4,2,3,4,1,0,1,1,1
"361",58,"Female","US",3,4,5,1,4,1,5,5,5,1,5,1,5,5,5,1,0,1,0,1
"362",22,"Male","BE",2,2,2,2,4,2,4,3,2,3,4,2,4,5,3,0,1,1,1,1
"363",23,"Female","US",5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,1,1,1,1,1
"364",19,"Male","LT",3,4,2,4,4,4,4,4,3,2,4,2,4,4,3,1,1,1,1,1
"365",24,"Female","US",4,4,5,4,4,2,5,5,4,2,4,5,2,4,4,1,1,1,1,1
"366",25,"Female",NA,1,2,4,5,5,3,3,3,3,3,3,3,4,4,4,0,1,1,1,1
"367",45,"Female","NO",1,4,5,3,2,2,5,5,4,4,3,5,2,5,4,1,0,1,1,1
"368",25,"Male","HU",1,3,2,3,4,1,4,4,2,2,4,2,5,4,5,0,1,1,1,1
"369",25,"Female","RU",3,5,5,2,2,2,4,5,4,3,4,3,5,4,5,1,0,1,1,1
"370",14,"Female","US",2,1,2,3,4,3,2,1,1,4,4,3,3,4,3,0,1,0,1,1
"371",20,"Female","UG",1,5,2,4,1,1,5,5,5,5,4,5,5,3,2,1,0,1,1,1
"372",20,"Female","US",4,5,4,5,4,4,1,5,4,3,4,4,5,4,4,1,1,1,1,1
"373",17,"Female","US",3,4,4,2,3,3,4,4,5,4,5,2,5,5,4,1,1,1,1,1
"374",22,"Male","BR",3,3,2,4,4,5,4,4,3,2,3,2,4,4,4,1,1,1,0,1
"375",30,"Female","US",2,3,2,4,4,3,5,5,5,4,5,5,5,3,4,0,1,1,1,1
"376",29,"Female","US",3,3,5,1,3,2,3,5,3,1,1,3,5,5,5,1,0,1,0,1
"377",22,"Female","US",2,4,3,2,3,1,4,3,3,5,4,4,5,4,3,1,0,1,1,1
"378",15,"Female","GB",1,1,2,5,5,4,4,5,4,2,3,2,5,2,4,0,1,1,0,1
"379",13,"Female","GB",3,3,2,5,5,5,4,4,2,2,3,3,2,2,3,1,1,1,1,0
"380",14,"Female","US",1,3,2,4,4,4,3,5,4,4,2,3,5,5,5,0,1,1,1,1
"381",18,"Female","US",2,3,3,2,4,2,4,4,3,4,4,3,4,4,3,1,1,1,1,1
"382",38,"Male","PT",2,2,1,5,5,5,1,3,3,1,4,3,4,4,4,0,1,0,1,1
"383",18,"Female","US",3,3,3,5,3,3,3,5,5,5,3,5,3,4,3,1,1,1,1,1
"384",30,"Female","GB",2,3,2,4,5,4,4,4,4,4,5,3,5,4,4,0,1,1,1,1
"385",19,"Female","GB",1,2,1,3,4,3,3,4,3,2,4,2,5,3,4,0,1,1,1,1
"386",32,"Male","GB",4,3,4,4,5,2,4,5,4,3,5,4,5,4,4,1,1,1,1,1
"387",18,"Male","AU",2,4,4,4,4,4,4,4,3,3,4,3,5,4,5,1,1,1,1,1
"388",28,"Male","DE",1,3,2,1,3,1,3,3,4,3,5,3,5,3,5,0,0,1,1,1
"389",55,"Female","US",3,5,5,3,5,2,5,5,4,4,5,3,5,3,5,1,1,1,1,1
"390",31,"Male","CA",3,2,4,5,5,4,3,5,4,3,3,4,4,3,3,1,1,1,1,1
"391",23,"Female","US",1,3,2,2,4,1,3,3,3,4,4,2,2,5,3,0,0,1,1,1
"392",16,"Male","US",2,1,4,2,5,2,5,2,1,4,5,4,5,5,5,0,1,1,1,1
"393",17,"Female","US",3,5,5,4,5,3,5,4,5,5,3,4,5,5,5,1,1,1,1,1
"394",14,"Female","US",2,1,2,5,5,3,4,5,3,4,5,2,5,3,4,0,1,1,1,1
"395",43,"Female","US",1,3,3,2,2,1,4,5,5,3,4,1,4,4,3,0,0,1,1,1
"396",44,"Female","CA",3,4,3,5,5,4,4,5,4,4,5,5,4,5,4,1,1,1,1,1
"397",21,"Female","ZA",4,2,4,4,4,2,5,5,4,5,4,5,5,5,5,1,1,1,1,1
"398",22,"Female","FR",3,3,4,4,4,4,3,5,3,5,4,3,4,5,4,1,1,1,1,1
"399",19,"Female","CA",2,4,3,4,4,3,5,5,2,4,3,4,2,3,2,1,1,1,1,0
"400",42,"Female","CA",4,3,3,3,4,3,4,5,4,4,4,4,4,4,4,1,1,1,1,1
"401",17,"Other","US",1,2,4,3,5,1,4,5,4,4,5,4,5,5,4,0,1,1,1,1
"402",39,"Female","US",4,4,4,3,3,2,5,5,4,3,4,2,5,4,4,1,1,1,1,1
"403",20,"Female","AR",1,2,2,5,5,5,4,4,2,4,4,1,4,3,3,0,1,1,1,1
"404",18,"Male","US",2,4,3,4,4,2,3,2,3,5,3,4,3,4,4,1,1,1,1,1
"405",14,"Male","US",5,3,4,3,2,1,3,1,3,5,5,3,4,5,5,1,0,0,1,1
"406",18,"Male","MY",1,5,4,3,4,1,4,5,4,5,4,3,5,4,4,1,1,1,1,1
"407",25,"Male","US",4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,1,1,1,1,1
"408",17,"Male","US",1,2,1,1,2,1,2,1,2,4,4,4,1,4,2,0,0,0,1,0
"409",21,"Male","US",2,3,2,4,3,3,4,4,5,3,4,3,4,4,5,0,1,1,1,1
"410",13,"Female","CA",1,3,2,4,5,1,3,4,4,4,5,4,3,4,2,0,1,1,1,1
"411",36,"Male","US",5,5,5,2,3,2,5,2,2,2,3,4,4,5,4,1,0,1,1,1
"412",17,"Male","CA",1,2,1,3,5,2,2,3,3,2,4,2,3,4,3,0,1,1,1,1
"413",30,"Female","US",1,1,1,4,5,4,1,3,1,3,4,4,4,3,4,0,1,0,1,1
"414",24,"Female","HK",2,4,3,5,5,5,4,3,3,4,4,5,2,2,2,1,1,1,1,0
"415",16,"Female","BR",1,2,2,3,3,3,3,4,3,2,4,1,5,3,3,0,1,1,0,1
"416",16,"Female","CO",2,3,3,1,3,2,5,5,4,3,4,1,5,5,4,1,0,1,1,1
"417",51,"Male","US",2,2,2,4,5,5,3,3,3,4,4,3,2,3,2,0,1,1,1,0
"418",20,"Male","PK",4,5,5,2,2,2,5,5,4,5,5,5,4,4,4,1,0,1,1,1
"419",43,"Male","US",4,4,4,4,5,4,5,5,4,2,5,4,5,5,5,1,1,1,1,1
"420",25,"Male","US",1,2,1,4,5,2,2,4,5,4,5,3,4,5,5,0,1,1,1,1
"421",28,"Male","US",5,2,5,5,5,5,5,4,3,4,4,4,5,4,5,1,1,1,1,1
"422",13,"Female","US",2,2,3,3,5,3,4,5,4,5,5,3,3,5,4,0,1,1,1,1
"423",49,"Female","NZ",2,5,4,3,5,5,4,5,4,5,5,4,5,5,5,1,1,1,1,1
"424",17,"Male","AE",4,4,5,3,3,3,5,5,3,4,4,3,5,5,5,1,1,1,1,1
"425",19,"Female","US",1,3,2,5,4,3,3,3,3,4,3,3,3,3,3,0,1,1,1,1
"426",37,"Female","IN",1,1,2,4,5,5,4,5,4,4,5,5,5,3,3,0,1,1,1,1
"427",23,"Male","PH",1,3,5,5,4,5,5,5,3,3,4,4,3,4,5,1,1,1,1,1
"428",21,"Male","MY",2,3,2,3,5,4,4,3,2,2,4,2,4,4,4,0,1,1,1,1
"429",29,"Female","CA",1,4,4,5,5,5,4,2,3,4,5,5,5,3,3,1,1,1,1,1
"430",24,"Female","US",4,5,5,4,5,4,5,5,5,2,5,3,5,4,4,1,1,1,1,1
"431",16,"Female","PH",1,1,1,5,5,5,2,5,1,3,5,5,5,5,5,0,1,1,1,1
"432",17,"Male","US",4,4,2,1,1,1,2,3,2,5,5,2,4,4,3,1,0,0,1,1
"433",20,"Male","IN",3,4,2,2,4,2,5,2,3,4,4,3,4,4,4,1,1,1,1,1
"434",21,"Male","MY",1,2,1,2,4,2,3,3,1,4,4,4,3,4,3,0,1,0,1,1
"435",17,"Female","PH",5,4,5,4,5,4,5,3,5,3,3,4,3,4,3,1,1,1,1,1
"436",60,"Male","US",5,5,5,4,4,4,5,4,4,5,4,4,5,5,5,1,1,1,1,1
"437",22,"Female","IN",3,5,5,2,5,5,4,5,3,5,2,5,5,4,5,1,1,1,1,1
"438",44,"Male","US",4,1,1,5,4,5,1,2,4,3,4,4,5,4,4,0,1,0,1,1
"439",58,"Female","US",3,5,4,3,3,3,4,4,5,4,3,3,4,4,4,1,1,1,1,1
"440",16,"Female","US",2,2,3,4,5,4,5,2,1,4,5,5,5,5,5,0,1,1,1,1
"441",16,"Male","NZ",4,5,5,4,4,1,5,5,4,4,4,2,5,5,5,1,1,1,1,1
"442",19,"Female","US",1,2,1,5,5,4,1,3,2,2,3,3,5,4,5,0,1,0,1,1
"443",46,"Female","US",1,3,4,2,2,3,4,2,2,2,3,2,5,2,5,1,0,1,0,1
"444",21,"Female","IN",4,5,4,3,4,3,5,4,4,4,4,3,3,5,4,1,1,1,1,1
"445",21,"Female","IN",5,1,1,1,5,5,1,5,5,1,5,1,5,5,5,0,1,1,0,1
"446",23,"Female","US",2,3,5,5,5,4,4,4,3,4,5,3,5,4,4,1,1,1,1,1
"447",18,"Female","PH",3,4,4,2,3,1,5,5,3,4,5,4,3,5,2,1,0,1,1,1
"448",16,"Male","AU",3,2,2,2,2,4,1,3,4,3,5,3,4,5,5,0,1,1,1,1
"449",22,"Female","MY",3,4,4,3,3,2,2,4,4,3,2,3,2,2,2,1,1,1,1,0
"450",24,"Female","ID",3,5,5,1,1,2,5,4,3,3,3,2,2,4,2,1,0,1,1,1
"451",21,"Female","US",2,2,2,5,5,4,4,2,2,5,5,5,5,5,5,0,1,1,1,1
"452",39,"Female","NZ",1,1,4,2,2,1,2,2,4,3,4,1,4,4,4,0,0,1,1,1
"453",18,"Female","IN",4,3,5,5,5,5,5,4,5,3,4,4,5,4,4,1,1,1,1,1
"454",20,"Male","ID",2,4,3,4,5,5,4,5,3,4,4,4,5,3,2,1,1,1,1,1
"455",20,"Male","ID",2,4,3,4,5,4,4,5,4,4,5,4,4,3,3,1,1,1,1,1
"456",47,"Male","IN",1,3,3,2,2,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1
"457",17,"Female","PH",3,4,4,2,2,1,5,5,5,3,5,5,5,4,5,1,0,1,1,1
"458",23,"Male","RO",3,4,4,2,4,2,4,2,2,4,5,4,4,5,5,1,1,1,1,1
"459",22,"Female","US",3,3,3,4,4,3,3,3,3,5,5,2,5,5,5,1,1,1,1,1
"460",22,"Male","US",2,2,4,5,5,5,3,4,2,3,4,4,5,4,5,1,1,1,1,1
"461",18,"Male","PH",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0,1,1,1
"462",23,"Male","AU",1,2,3,3,4,4,5,3,2,2,4,2,3,2,4,0,1,1,1,1
"463",27,"Male","US",3,1,1,1,5,1,5,5,1,5,5,5,5,5,4,0,0,1,1,1
"464",37,"Male","RU",2,3,2,2,3,2,5,3,3,3,3,2,4,3,4,0,0,1,1,1
"465",26,"Female","GB",3,5,5,2,4,2,4,4,5,3,3,4,4,2,4,1,1,1,1,1
"466",15,"Male","GB",1,3,4,4,5,2,3,4,4,1,4,2,4,4,5,1,1,1,0,1
"467",27,"Male","ZA",2,3,5,2,3,2,5,2,3,4,5,3,5,5,5,1,0,1,1,1
"468",57,"Female","CA",1,3,3,4,5,3,5,5,3,3,5,3,5,4,3,0,1,1,1,1
"469",23,"Male","IN",3,4,3,2,3,1,4,4,4,5,5,4,3,4,3,1,0,1,1,1
"470",19,"Female","ID",3,4,3,5,4,3,4,4,3,4,3,2,3,4,3,1,1,1,1,1
"471",15,"Female","AU",2,2,2,5,5,4,5,5,3,3,4,3,5,4,3,0,1,1,1,1
"472",19,"Female","ID",3,4,4,3,4,3,4,4,3,3,3,3,3,4,3,1,1,1,1,1
"473",16,"Male","GB",4,5,5,1,4,1,4,4,4,3,4,3,5,5,5,1,0,1,1,1
"474",23,"Male","RO",2,3,1,3,4,3,4,2,2,4,4,4,4,4,2,0,1,1,1,1
"475",17,"Female","ZA",2,4,4,5,5,5,5,3,5,2,5,5,5,5,5,1,1,1,1,1
"476",20,"Male","HK",1,2,2,5,4,4,2,2,2,3,4,4,1,1,1,0,1,0,1,0
"477",23,"Female","ZA",3,4,4,3,4,3,4,5,4,5,4,5,3,4,4,1,1,1,1,1
"478",38,"Female","CN",2,5,2,3,4,2,5,5,2,4,5,5,5,5,5,1,1,1,1,1
"479",24,"Female","IN",5,3,4,3,2,3,3,3,4,5,4,4,4,5,4,1,1,1,1,1
"480",21,"Male","LT",2,3,4,3,4,2,4,2,2,5,4,4,5,5,4,1,1,1,1,1
"481",37,"Female","AU",1,1,1,5,5,4,5,4,4,3,3,2,1,2,2,0,1,1,1,0
"482",18,"Male","IN",3,5,5,2,5,2,4,4,4,4,5,4,5,4,4,1,1,1,1,1
"483",32,"Male","IN",3,3,5,4,5,5,5,4,5,2,3,5,5,3,5,1,1,1,1,1
"484",31,"Female","US",2,3,3,3,4,3,4,5,3,4,4,3,4,4,3,1,1,1,1,1
"485",23,"Female","BH",2,3,3,4,4,4,4,4,5,3,3,4,3,3,3,1,1,1,1,1
"486",37,"Female","IT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"487",21,"Male","ID",3,5,5,4,3,3,2,5,4,5,4,3,4,3,3,1,1,1,1,1
"488",20,"Female","FR",1,2,2,4,5,4,4,2,2,4,4,4,5,4,4,0,1,1,1,1
"489",17,"Male","US",1,3,1,5,4,5,3,4,3,2,4,3,5,3,3,0,1,1,1,1
"490",17,"Other","US",2,3,4,5,5,4,5,5,4,2,5,3,5,4,5,1,1,1,1,1
"491",43,"Unanswered","PH",1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0,1,1,1
"492",53,"Female","US",4,5,5,2,3,1,5,4,5,3,5,3,5,5,5,1,0,1,1,1
"493",30,"Male","US",3,4,4,4,3,2,4,3,4,4,4,5,4,4,5,1,1,1,1,1
"494",15,"Female","PH",2,1,1,5,3,5,1,2,2,3,5,2,5,4,4,0,1,0,1,1
"495",20,"Female","IN",1,1,2,5,4,3,2,4,3,4,5,3,5,5,5,0,1,1,1,1
"496",23,"Female","US",3,3,2,5,5,4,4,3,4,5,2,1,4,5,1,1,1,1,1,1
"497",54,"Female","GB",5,5,5,1,4,3,4,3,5,1,1,1,5,5,5,1,1,1,0,1
"498",21,"Female","AU",4,3,3,4,3,2,4,4,2,2,4,1,5,3,3,1,1,1,0,1
"499",33,"Male","US",1,1,2,3,3,2,1,2,3,3,3,3,5,3,5,0,1,0,1,1
"500",15,"Female","AE",1,3,1,4,5,3,2,5,2,4,3,2,4,2,2,0,1,1,1,1
"501",1995,"Female","PH",1,3,3,3,4,4,3,4,5,4,5,4,4,5,5,0,1,1,1,1
"502",34,"Female","GB",3,4,5,4,4,3,5,5,4,4,5,5,5,4,5,1,1,1,1,1
"503",30,"Female","US",2,3,1,5,5,1,5,5,5,5,5,4,5,5,5,0,1,1,1,1
"504",18,"Female","PH",1,2,2,4,4,2,4,5,4,3,4,3,5,5,5,0,1,1,1,1
"505",56,"Female","US",4,5,5,2,2,2,5,5,4,3,4,4,5,4,5,1,0,1,1,1
"506",18,"Female","GB",1,4,4,5,4,4,5,4,3,2,4,4,5,3,4,1,1,1,1,1
"507",29,"Male","US",2,4,3,2,4,2,4,5,3,4,4,4,4,4,3,1,1,1,1,1
"508",19,"Female","US",2,4,4,3,4,4,5,5,3,4,3,4,5,4,3,1,1,1,1,1
"509",17,"Male","US",2,4,5,1,2,2,4,4,3,2,4,3,4,4,4,1,0,1,1,1
"510",16,"Male","US",2,2,1,4,5,2,5,4,3,1,4,1,3,5,3,0,1,1,0,1
"511",52,"Male","US",2,4,3,3,4,2,5,5,4,5,5,5,5,4,4,1,1,1,1,1
"512",18,"Female","US",2,3,3,3,4,2,5,4,4,4,4,3,2,4,2,1,1,1,1,1
"513",26,"Male","IN",3,3,3,3,3,2,3,3,4,2,3,3,3,4,5,1,1,1,1,1
"514",21,"Female","US",1,2,1,4,4,3,2,1,2,3,4,4,4,4,4,0,1,0,1,1
"515",28,"Male","US",4,3,5,3,4,3,4,5,5,4,5,4,3,5,4,1,1,1,1,1
"516",30,"Female","IN",3,3,3,4,4,4,4,3,3,2,3,2,3,3,4,1,1,1,0,1
"517",17,"Male","FI",1,3,4,1,4,1,3,5,4,5,4,4,5,4,4,1,0,1,1,1
"518",16,"Male","US",1,1,2,4,4,4,2,2,2,3,4,4,3,4,4,0,1,0,1,1
"519",23,"Female","IN",4,5,5,4,5,4,5,5,5,2,5,1,5,5,5,1,1,1,1,1
"520",52,"Male","CA",2,3,4,4,3,3,3,4,3,4,5,5,5,5,5,1,1,1,1,1
"521",57,"Male","US",2,4,2,3,2,3,4,5,4,2,2,2,4,4,4,1,1,1,0,1
"522",26,"Male","SA",4,5,5,3,3,2,5,3,5,2,5,4,2,5,3,1,1,1,1,1
"523",21,"Male","US",1,3,4,4,5,4,4,4,3,2,2,2,5,4,3,1,1,1,0,1
"524",35,"Female","US",1,4,3,3,5,1,4,4,2,5,5,5,4,5,5,1,1,1,1,1
"525",32,"Male","US",4,5,5,2,4,1,5,5,5,4,5,5,4,5,5,1,0,1,1,1
"526",18,"Female","SG",1,3,3,3,4,1,3,2,2,4,5,3,5,5,4,0,1,0,1,1
"527",18,"Female","US",5,3,3,5,5,5,5,3,3,5,5,5,4,3,2,1,1,1,1,1
"528",21,"Female","US",1,2,2,5,5,5,4,4,1,3,3,3,5,3,3,0,1,1,1,1
"529",19,"Female","RS",3,3,3,5,5,5,5,5,3,4,4,5,5,5,5,1,1,1,1,1
"530",23,"Male","AU",1,2,2,4,5,4,2,4,2,2,2,5,3,4,2,0,1,1,1,1
"531",47,"Female","US",4,5,5,2,4,3,4,5,5,2,2,2,4,5,5,1,1,1,0,1
"532",24,"Female","US",4,3,4,5,4,4,4,4,4,4,3,3,4,3,5,1,1,1,1,1
"533",21,"Female","US",1,2,1,1,3,1,2,3,4,5,5,5,5,5,4,0,0,1,1,1
"534",15,"Male","US",2,4,3,4,4,2,5,3,4,4,4,3,4,5,4,1,1,1,1,1
"535",56,"Female","GB",2,2,3,4,5,4,5,4,4,2,5,3,5,3,5,0,1,1,1,1
"536",26,"Female","NO",1,3,4,5,5,3,5,5,4,3,4,2,2,5,1,1,1,1,1,1
"537",32,"Female","PL",1,2,1,5,5,5,4,5,2,3,5,3,5,2,5,0,1,1,1,1
"538",24,"Female","SE",1,3,3,2,4,3,4,4,4,4,4,3,4,5,5,0,1,1,1,1
